시/도,시/군/구,서점명,매장번호,주소,인증여부,좌표
서울특별시,관악구,생각의주인,070-7604-7104,서울 관악구 솔밭로7길 17 (봉천동),미인증,"37.462249, 126.951816"
서울특별시,성북구,서경대학교 구내서점,02-919-2583,서울 성북구 서경로 124 (정릉동) 청운관 2층,미인증,"37.612202, 127.073876"
서울특별시,종로구,서련,02-1111-1111,서울 강남구 봉은사로 524 (삼성동),미인증,"37.645187, 127.055987"
서울특별시,노원구,서울과학기술대학교 서점,02-970-6916,서울 노원구 공릉로 232 (공릉동),미인증,"37.656718, 127.058429"
서울특별시,종로구,서울셀렉션,02-734-9564,서울 종로구 삼청로 6 (사간동) 지하1층,미인증,"37.617916, 127.080689"
서울특별시,동대문구,서울시립대학교 구내서점,02-2241-7335,서울 동대문구 서울시립대로 163 (전농동),미인증,"37.628887, 127.090007"
서울특별시,노원구,서울여대구내서점,02-975-7419,서울 노원구 화랑로 621 (공릉동),미인증,"37.608347, 127.000148"
서울특별시,서대문구,서울의시간을그리다,070-4114-6711,서울 서대문구 독립문로 31-6 (옥천동),미인증,"37.560992, 126.993768"
서울특별시,중구,서울책방,02-739-7033,서울 중구 세종대로 110 (태평로1가) 지하 1층,미인증,"37.613156, 127.089263"
서울특별시,중랑구,서일서적,02-491-0443,서울 중랑구 용마산로86길 15 (면목동),미인증,"37.567855, 126.959081"
서울특별시,강남구,서적백화점,02-577-9876,서울 강남구 선릉로 42 (개포동) 지하1층,미인증,"37.560845, 127.004512"
서울특별시,마포구,서점 리스본,070-4233-3905,서울 마포구 성미산로23길 60 (연남동),미인증,"37.566234, 127.009019"
서울특별시,마포구,서점극장 라블레,02-6368-1578,서울 마포구 백범로25길 5 (염리동) 1층,미인증,"37.543938, 126.932834"
서울특별시,광진구,서점로티,,"서울 광진구 용마산로 88-7 (중곡동, 더블유 루미너스) 1층",미인증,"37.536276, 127.087413"
서울특별시,서대문구,서점마므레,010-2557-8673,서울 서대문구 명지대길 10 (홍은동) 2층,미인증,"37.591964, 126.944134"
서울특별시,서초구,서초서적,02-583-4389,서울 서초구 서초동 1486-7 서울특별시 서초구 효령로224,미인증,"37.492430, 127.027656"
서울특별시,종로구,서촌 그 책방,,서울 종로구 자하문로5가길 30-1 (체부동),미인증,"37.578858, 126.967969"
서울특별시,노원구,석계문고,02-949-6148,서울 노원구 화랑로 349 (월계동),미인증,"37.654038, 127.062325"
서울특별시,강남구,선경문고,02-563-5111,서울 강남구 삼성로 311 (대치동) 지하 1층,미인증,"37.498815, 127.055264"
서울특별시,금천구,선서적,02-869-4027,서울 금천구 독산로74길 6 (독산동),미인증,"37.469556, 126.908754"
서울특별시,구로구,성공회대 구내서점문구,02-2619-8244,서울 구로구 연동로 320 (항동),미인증,"37.489813, 126.869079"
서울특별시,성북구,성신여대 구내서점,02-920-7390,서울 성북구 보문로34다길 2 (돈암동),미인증,"37.588230, 127.020450"
서울특별시,송파구,세륜서점,02-415-2232,서울 송파구 오금로31길 13 (방이동),미인증,"37.510763, 127.049295"
서울특별시,송파구,세신서적,02-402-4237,서울 송파구 양산로 14 (거여동)세신종합상가 113호,인증,"37.541331, 127.072476"
서울특별시,광진구,세종대학교 구내서점,02-3408-3384,서울 광진구 능동로 209 (군자동),미인증,"37.550363, 127.005426"
서울특별시,서초구,세화서점,02-599-3616,서울 서초구 신반포로 100 (반포동) 비층 09호,미인증,"37.501891, 127.001054"
서울특별시,서초구,셰입오브타임,02-372-8875,서울 서초구 양재천로7길 1 (양재동) 지층,미인증,"37.480627, 127.041232"
서울특별시,서대문구,소나기 그림책방,010-7664-7454,서울 서대문구 독립문로 32 (천연동) 101호 (2층),미인증,"37.489931, 126.956373"
서울특별시,성북구,소리북스,02-736-9701,서울 성북구 성북로13길 2 (성북동) 2층,미인증,"37.598720, 127.017121"
서울특별시,중구,소수책방,010-8915-2439,서울 중구 다산로20길 26 (신당동)2층,미인증,"37.588825, 127.008888"
서울특별시,중구,소요서가,02-2272-1517,서울 중구 청계천로 160 (산림동) 청계세운상가 바열 309호,미인증,"37.501086, 127.023691"
서울특별시,동작구,솔로몬 서점,02-596-5225,서울 동작구 사당로 143 (사당동) 신관지하1층,미인증,"37.510794, 127.032144"
서울특별시,성동구,송정북스,010-3462-7846,서울 성동구 송정동 73-799 B01호,미인증,"37.507179, 126.969454"
서울특별시,송파구,송파문고,02-416-4837,서울 송파구 송파대로37길 70 (석촌동) 지하1,인증,"37.505001, 127.118028"
서울특별시,광진구,수도서림,02-454-1062,서울 광진구 용마산로22길 9 (중곡동),미인증,"37.499949, 127.121250"
서울특별시,마포구,수수책방,0507-1341-3625,서울 마포구 토정로 8-7 (합정동) 1층,미인증,"37.510379, 127.105611"
서울특별시,강북구,수수한 책방,010-6363-6994,서울 강북구 솔매로50길 81 (미아동),미인증,"37.501703, 127.133215"
서울특별시,용산구,숙명도서,02-717-9139,서울 용산구 청파로47길 88 (청파동2가),미인증,"37.542569, 127.079995"
서울특별시,강동구,순정책방,070-4062-8202,서울 강동구 동남로65길 15-5 (명일동),미인증,"37.558892, 127.019207"
서울특별시,중구,순화동천,02-772-9001,"서울 중구 서소문로9길 28 (순화동, 덕수궁롯데캐슬)",미인증,"37.636469, 127.023652"
서울특별시,동대문구,숭문문고,02-3273-9724~5,서울 동대문구 장안벚꽃로 267 (휘경동) 금산빌딩 2층 201호,미인증,"37.627389, 127.056900"
서울특별시,은평구,숭실서적,02-374-8917,서울 은평구 은평터널로7길 17-2 (신사동),미인증,"37.625879, 127.028300"
서울특별시,마포구,스캐터북스,010-3175-5551,서울 마포구 월드컵로11길 44 (망원동) 102호 코너상가,미인증,"37.555183, 126.906402"
서울특별시,동작구,스쿨서점,02-816-4498,서울 동작구 대방동길 71 (대방동) 376-5,인증,"37.500727, 126.923876"
서울특별시,종로구,스타더스트,010-3088-7502,서울 종로구 새문안로5길 5-7 (당주동) 3층,미인증,"37.571306, 126.972280"
서울특별시,용산구,스토리지북앤필름,070-5103-9975,서울 용산구 신흥로 115-1 (용산동2가),미인증,"37.544797, 126.965714"
서울특별시,용산구,스토리지북앤필름 로터리점,010-3033-9975,서울 용산구 신흥로36길 5 (후암동) 1층,미인증,"37.551996, 126.976164"
서울특별시,중구,스틸북스 회현,,서울 중구 퇴계로4길 2 (남창동),미인증,"37.561231, 126.980665"
서울특별시,중구,스페인책방,010-9460-7694,서울 중구 퇴계로36길 29 (필동2가),미인증,"37.561528, 126.997352"
서울특별시,마포구,스프링플레어,070-7167-1846,서울 마포구 동교로27길 53 (연남동),미인증,"37.563686, 126.919963"
서울특별시,종로구,승진서점,0507-1431-1112,서울 종로구 사직로 130 (적선동),미인증,"37.577347, 126.969607"
서울특별시,양천구,시인서점,02-2601-4798,서울 양천구 오목로 41 1층 2호,미인증,"37.518562, 126.866553"
서울특별시,성북구,시절인연,0507-1362-9079,서울 성북구 보국문로16가길 43-20 (정릉동),미인증,"37.603691, 127.006070"
서울특별시,중랑구,신공손문고,02-3421-1662,서울 중랑구 봉화산로 194 (신내동),미인증,"37.515987, 127.085710"
서울특별시,영등포구,신동아문고,02-836-1608,서울 영등포구 영등포로 382-1 (신길동),미인증,"37.515160, 126.905237"
서울특별시,양천구,신목서점,02-2647-7216,"서울 양천구 목동동로 130 (신정동, 목동신시가지아파트14단지)",인증,"37.520967, 126.872680"
서울특별시,종로구,신성서림,02-2265-9579,서울 종로구 종로40길 6 (종로6가) 덕성빌딩 A 8호,미인증,"37.571708, 126.981678"
서울특별시,종로구,신협서점,02-2274-2069,서울 종로구 종로 258 덕성빌딩 내 A20호 (종로6가),미인증,"37.571383, 126.998610"
서울특별시,강남구,심지전문서적,02-512-1788,서울 강남구 논현로 723 (논현동),미인증,"37.503560, 127.027445"
서울특별시,양천구,쌈북서점,02-2643-9319,서울 양천구 목동서로 277 108호(쌈북서점) (신정동),인증,"37.523883, 126.866383"
서울특별시,도봉구,쌍문문고,02-996-0559,서울 도봉구 도봉로 482 (창동),인증,"37.655859, 127.035650"
서울특별시,도봉구,쓸모의 발견,010-9892-4283,서울 도봉구 우이천로42길 37 (쌍문동) 1층 A00호,미인증,"37.645299, 127.031802"
서울특별시,강동구,아운트,02-3144-1801,서울 강동구 양재대로126길 54 (길동) 101호,미인증,"37.548353, 126.831747"
서울특별시,마포구,아인서점,070-8667-0033,서울 마포구 월드컵로3길 31-30 (합정동) 3층,미인증,"37.550901, 126.912450"
서울특별시,마포구,아직 독립 못 한 책방,02-704-4516,서울 마포구 마포대로 190 (공덕동) 푸른약국 내,미인증,"37.570779, 126.909166"
서울특별시,마포구,아침달,0507-1317-5238,서울 마포구 성미산로 153-16 (연남동) 2층,미인증,"37.573439, 126.918005"
서울특별시,용산구,아크앤북 이태원점,0507-1354-2787,서울 용산구 장문로 23 (이태원동) 지하 1층,미인증,"37.565791, 126.934610"
서울특별시,강서구,악어책방,010-3022-3017,"서울 강서구 강서로45다길 30-27 (화곡동, 초록아파트) 상가 102호",미인증,"37.494212, 126.832252"
서울특별시,마포구,안도북스,010-9156-5437,서울 마포구 월드컵북로6길 87 (연남동) 2층 201호,미인증,"37.567708, 126.952784"
서울특별시,서대문구,알아가는 책가게,010-9301-6128,서울 서대문구 홍연길 26 (연희동) 지하1층,미인증,"37.561224, 126.965164"
서울특별시,강동구,알지문구서적,02-481-2143,서울 강동구 고덕로 87 (암사동)446-19,미인증,"37.601926, 126.927866"
서울특별시,은평구,알키미스타 북스,02-2345-0000,서울 은평구 응암로9길 24 (응암동) 1층,미인증,"37.626691, 126.918264"
서울특별시,성동구,양지서점,02-2234-2693,서울 성동구 금호로 168-2 (금호동1가) 지하 1층,미인증,"37.540774, 127.013408"
서울특별시,관악구,양지서점,02-884-5495,서울 관악구 인헌6길 24 (봉천동),미인증,"37.632357, 127.027826"
서울특별시,양천구,양천문구서적(양천문고),02-2601-5554,서울 양천구 신월로 274 (신정동) 욱성빌딩,미인증,"37.595762, 126.925867"
서울특별시,동작구,양현책세상,02-812-9070,서울 동작구 노량진로14길 9 (노량진동),미인증,"37.562986, 126.910865"
서울특별시,종로구,어쩌다 산책,02-747-7147,서울 종로구 동숭길 101 (동숭동) 지하 1층,미인증,"37.504464, 126.936369"
서울특별시,마포구,어쩌다책방,070-5121-5629,서울 마포구 망원동 57-194,미인증,"37.518091, 126.907299"
서울특별시,노원구,언희서재,02-931-0327,서울 노원구 중계로18길 13 (중계동) 지하1층,미인증,"37.644401, 127.071778"
서울특별시,양천구,에덴서점,02-2605-8598,서울 양천구 오목로 203 지층 에덴서점 (신정동),미인증,"37.520587, 126.860648"
서울특별시,광진구,에스엠북(SMBook),070-8704-7282,서울 광진구 강변역로4길 68 리젠트오피스 912호 (구의동),미인증,"37.536742, 127.091096"
서울특별시,동작구,에이포서점,02-821-0158,서울 동작구 만양로8길 68 (노량진동),미인증,"37.510766, 126.940771"
서울특별시,관악구,엠프티폴더스,031-214-0749,서울 관악구 행운1길 70 (봉천동) 1호,미인증,"37.479167, 126.955329"
서울특별시,중구,여기서울149쪽,0507-1456-0192,서울 중구 서소문로6길 33 (중림동),미인증,"37.561511, 126.968017"
서울특별시,은평구,연신내문고,02-352-7600,서울 은평구 통일로 861 (갈현동) 지하1층,미인증,"37.605692, 126.927009"
서울특별시,서초구,연희서적,02-595-9773,서울 서초구 서초중앙로24길 43 유원아파트상가 113호 연희서적,미인증,"37.486093, 127.016707"
서울특별시,양천구,열두달책방,010-2242-5161,서울 양천구 월정로36길 8 (신월동) 1층 1호,미인증,"37.534269, 126.828186"
서울특별시,구로구,열린문고,02-2619-9724,서울 구로구 경인로47다길 4 (고척동),미인증,"37.503837, 126.858831"
서울특별시,중랑구,열린문고,02-977-9313,서울 중랑구 공릉로2가길 6 (묵동) 1층,미인증,"37.613143, 127.080476"
서울특별시,강서구,영일서점,02-2651-1893,서울 강서구 등촌로39길 7 104호 (등촌동),인증,"37.509844, 127.104779"
서울특별시,송파구,영파문고,02-474-3700,서울 송파구 올림픽로 575 (풍납동),미인증,"37.502702, 127.108494"
서울특별시,강동구,영파문고,02-474-3700,서울 송파구 올림픽로 575 (풍납동),미인증,"37.502702, 127.108494"
서울특별시,강남구,예나서점,02-561-1214,"서울 강남구 삼성로 151 (대치동, 선경아파트)",미인증,"37.500678, 127.060682"
서울특별시,강서구,예림문고,02-2644-9182,서울 강서구 곰달래로 227 (화곡동),미인증,"37.561299, 126.840895"
서울특별시,서대문구,예스서점(별책방),,서울 서대문구 거북골로20길 71 (북가좌동),미인증,"37.582610, 126.934186"
서울특별시,도봉구,예일문고,02-995-5206,서울 도봉구 노해로67길 2 (창동) 한국빌딩 지하1층,미인증,"37.578200, 126.929904"
서울특별시,마포구,옛따책방,010-6296-5186,서울 마포구 와우산로37길 35 (동교동) 경의선책거리 인문산책,미인증,"37.574111, 126.980527"
서울특별시,종로구,오에프알,02-722-9357,서울 종로구 자하문로12길 11-14 (창성동) 1층,미인증,"37.577622, 126.924581"
서울특별시,마포구,오케이어 맨션,070-7700-1157,"서울 마포구 와우산로11길 9-7 (상수동, 상수라이크) 2층",미인증,"37.554787, 126.920898"
서울특별시,마포구,오키로북스,010-5619-5950,서울 마포구 토정로4길 14 (합정동) 1층~3층,미인증,"37.553155, 126.914083"
서울특별시,성동구,옥수서재,010-5473-3012,서울 성동구 한림말1길 16-1 (옥수동) 지층,미인증,"37.547437, 126.918315"
서울특별시,마포구,온고당서점,02-332-9313,서울 마포구 와우산로 105 (서교동),미인증,"37.548210, 126.917998"
서울특별시,금천구,올오어낫싱,02-867-7595,서울 금천구 시흥대로 315 (독산동) 마르쉐도르 960 2층 206호,미인증,"37.541576, 127.021398"
서울특별시,용산구,와룡서적,02-798-0577,서울 용산구 장문로 97 (보광동),미인증,"37.548739, 126.949353"
서울특별시,송파구,요즘서재,010-8408-1637,서울 송파구 오금동 70-9 103호,미인증,"37.535166, 126.970509"
서울특별시,강남구,우리서점,02-3411-3215,서울 강남구 개포로82길 13-15 (개포동) 202호,미인증,"37.557417, 126.926975"
서울특별시,서초구,우면한솔서점,02-529-5949,서울 서초구 태봉로 70 우면프라자1차 지하1층 (우면동),인증,"37.514062, 127.041259"
서울특별시,금천구,원테이블,02-896-0512,서울 금천구 독산로8길 14 (시흥동)1층 )안채),미인증,"37.514062, 127.041259"
서울특별시,강남구,월드메거진,02-529-6922,서울 강남구 논현로149길 75 (논현동),미인증,"37.505466, 127.025651"
서울특별시,성북구,월드문고,02-925-4885,서울 성북구 동소문로 59 (동소문동4가) 지하,미인증,"37.555621, 127.015128"
서울특별시,양천구,월촌문고,02-2647-4144,서울 양천구 목동서로 35 (목동) 목동프라자 지하1층,미인증,"37.590030, 127.011630"
서울특별시,종로구,위트앤시니컬,0507-1409-6015,서울 종로구 창경궁로 271-1 (혜화동) 2층,미인증,"37.587141, 127.001246"
서울특별시,서대문구,유어마인드,070-8821-8990,서울 서대문구 연희로11라길 10-6 (연희동) 2층 우측,미인증,"37.568480, 126.934976"
서울특별시,종로구,유한서적,02-2279-5936,서울 종로구 지봉로 84 2층(숭인동),인증,"37.576470, 127.018296"
서울특별시,강남구,은마서적(유),02-562-7660,서울 강남구 삼성로 212 (대치동) 은마상가 비동 242호,미인증,"37.503400, 127.056489"
서울특별시,은평구,은평문고,02-308-5859,서울 은평구 응암로 200 (응암동)2층,미인증,"37.599515, 126.922341"
서울특별시,동작구,이그잼플러스,02-823-2223,서울 동작구 노량진로14가길 16 (노량진동) 신전빌딩 2층,인증,"37.512975, 126.939216"
서울특별시,관악구,이나영책방,010-4741-4402,서울 관악구 신사로 66-1 (신림동) 3층,미인증,"37.480766, 126.931193"
서울특별시,서초구,이나이테,02-595-5158,서울 서초구 효령로5길 26-4 (방배동) 1층,미인증,"37.484758, 126.993014"
서울특별시,용산구,이너서핑,010-5413-9774,서울 용산구 소월로20길 28 (용산동2가) 1층,미인증,"37.539893, 126.966951"
서울특별시,종로구,이라선,0507-1413-0908,서울 종로구 효자로7길 5 (통의동) 1층,미인증,"37.579674, 126.994842"
서울특별시,마포구,이루리북스,070-7715-1027,서울 마포구 독막로 320 (도화동) 지하 105호,미인증,"37.543557, 126.929136"
서울특별시,동대문구,이문일공칠,02-2173-2212,서울 동대문구 이문로 107 (이문동) 한국외대 교수회관 1층,미인증,"37.556895, 127.063948"
서울특별시,마포구,이올시다,010-7665-2230,서울 마포구 포은로 146 (망원동) 1층,미인증,"37.555406, 126.908687"
서울특별시,마포구,이후북스,010-4448-7991,서울 마포구 망원로4길 24 (망원동) 2층,미인증,"37.559442, 126.908297"
서울특별시,구로구,인공위성,070-4642-0255,서울 구로구 구로중앙로27가길 32 (구로동),미인증,"37.497054, 126.882992"
서울특별시,광진구,인덱스숍,02-2122-1259,서울 광진구 아차산로 200 (자양동),미인증,"37.538229, 127.084035"
서울특별시,성동구,인생책방,010-3175-0767,서울 성동구 한림말3길 28 (옥수동),미인증,"37.543665, 127.019895"
서울특별시,서대문구,인스크립트,010-2633-1938,서울 서대문구 증가로 49-1 (연희동)1층,미인증,"37.524072, 126.900833"
서울특별시,영등포구,일단불온,010-5095-1802,서울 영등포구 당산로18길 16-1 (당산동1가) 1층,미인증,"37.517574, 126.903235"
서울특별시,관악구,일등서점,070-4151-3007,서울 관악구 신림로 131 (신림동) B1,미인증,"37.476948, 126.931409"
서울특별시,강서구,일산서점,02-3663-8070,서울 강서구 양천로77길 13 (염창동) 201호(블리스 엔터테인먼트가수 장윤정),미인증,"37.560693, 127.050797"
서울특별시,중구,일신서적,02-776-8043,서울 중구 남대문로 64 (명동2가),미인증,"37.501965, 127.151499"
서울특별시,송파구,일신서점,02-419-9184,서울 송파구 송파대로38길 2-9 (송파동) 110호,인증,"37.514725, 127.109362"
서울특별시,종로구,자각몽,0507-1314-5152,서울 종로구 창경궁로 297-2 (혜화동),미인증,"37.582115, 126.999165"
서울특별시,광진구,자매서점,02-457-3078,서울 광진구 용마산로22길 19 (중곡동),미인증,"37.587270, 126.998494"
서울특별시,마포구,작업책방 씀,010-9471-6818,"서울 마포구 월드컵로13길 19-17 (망원동, 하나빌) 1층",미인증,"37.609849, 127.000554"
서울특별시,송파구,장미문고,02-423-0872,서울 송파구 올림픽로35길 112 (신천동)장미종합상가 B동 1층 150호,인증,"37.612072, 126.992244"
서울특별시,동대문구,장안 현대문고,02-3394-5330,서울 동대문구 장안동 337-19 극동빌딩지하1층,미인증,"37.571232, 127.067142"
서울특별시,동대문구,전농서적,02-2245-2248,서울 동대문구 사가정로 119 (전농동),미인증,"37.602576, 127.052773"
서울특별시,마포구,정다운문고,02-703-2666,서울 마포구 백범로 123 (염리동) 지하1층,미인증,"37.589314, 127.061953"
서울특별시,종로구,정용서점,02-2266-7772,서울 종로구 율곡로22길 20 (충신동) 1층,미인증,"37.571227, 126.967248"
서울특별시,종로구,정은도서 종로점,02-2273-8261,서울 종로구 창경궁로12길 8 (예지동) 1층 57호,미인증,"37.570235, 126.985932"
서울특별시,도봉구,정의문고,02-907-4775,"서울 도봉구 노해로49길 69-4 1층 상가우측 (쌍문동, 동원웰메이드빌)",미인증,"37.611287, 126.991150"
서울특별시,마포구,정치발전소,02-6384-3225,서울 마포구 독막로7길 8 (합정동) 2층,미인증,"37.571070, 126.981229"
서울특별시,종로구,제일서적,02-2279-7236,서울 종로구 종로 258 (종로6가) 대학천상가 A-1호,미인증,"37.608800, 127.002126"
서울특별시,동작구,제일서점,02-822-3191,서울 동작구 노량진로16길 30 (노량진동),미인증,"37.509262, 126.944027"
서울특별시,마포구,조은이책,070-7617-6949,서울 마포구 월드컵북로27길 6 (성산동),미인증,"37.558548, 126.910391"
서울특별시,종로구,조이엔영,010-8908-9819,서울 종로구 종로 183 (인의동)효성주얼리시티 지하2층 S2016 책방 조이엔영,미인증,"37.574531, 126.981325"
서울특별시,강서구,종로문고(화곡),02-2608-4780,서울 강서구 강서로45길 39 (화곡동) 지층,인증,"37.538168, 126.839253"
서울특별시,종로구,종로서적 본점,02-739-2331,서울 종로구 종로 51 (종로2가) 지하 2층,미인증,"37.570623, 126.983104"
서울특별시,성북구,종암문고,02-915-6427,서울 성북구 종암로 86 2층 (종암동) 종암문고,미인증,"37.597497, 127.032994"
서울특별시,마포구,종이잡지클럽,010-6550-9833,서울 마포구 양화로8길 32-15 (서교동) 지하1층,미인증,"37.552653, 126.919789"
서울특별시,도봉구,종일서적,02-907-3924,서울 도봉구 도봉로 551 (쌍문동) 경덕빌딩 3층,미인증,"37.650207, 127.030981"
서울특별시,종로구,종합서적,02-2278-0939,서울 종로구 종로 258 (종로6가) 종로6가 267 덕성빌딩 A-5호,미인증,"37.571441, 126.998795"
서울특별시,관악구,좋은책서점,02-866-7474,서울 관악구 난곡로 184 (신림동)대원빌딩 2층,미인증,"37.477579, 126.938501"
서울특별시,광진구,중곡서점,02-466-6235,서울 광진구 능동로49길 40 (중곡동),인증,"37.565800, 127.080368"
서울특별시,동작구,중앙대학교구내서점,02-881-7396,서울 동작구 흑석로 84 (흑석동) 102관 지하 1층,미인증,"37.506468, 126.957472"
서울특별시,서대문구,중앙서점,02-365-6998,서울 서대문구 북아현로11길 8 (북아현동),미인증,"37.556952, 126.945570"
서울특별시,중랑구,중화문고,02-435-2400,서울 중랑구 동일로 769 (중화동),인증,"37.601029, 127.080237"
서울특별시,노원구,지구불시착,010-5122-3532,서울 노원구 화랑로 449-7 (공릉동),미인증,"37.626210, 127.074059"
서울특별시,동작구,지금의 세상,010-7610-7121,서울 동작구 동작대로3길 41 (사당동),미인증,"37.487725, 126.982735"
서울특별시,성북구,지식을담다,02-927-8044,서울 성북구 고려대로24가길 17 (안암동5가),미인증,"37.586919, 127.019661"
서울특별시,종로구,직매도서,02-2273-1331,서울 종로구 종로 258 (종로6가) 대학천상가,미인증,"37.571453, 126.998760"
서울특별시,마포구,진부책방스튜디오,070-5142-1600,서울 마포구 동교로25길 70 (연남동),미인증,"37.563692, 126.922996"
서울특별시,서초구,진영문고,02-3471-1997,서울 서초구 방배로 60 (방배동),미인증,"37.490049, 126.987329"
서울특별시,양천구,진학서점,02-2692-0481,서울 양천구 목동로 177 (신정동) 정동프라자 101호,미인증,"37.516839, 126.870742"
서울특별시,성동구,차일드북앤토이,02-2294-5752,서울 성동구 무학봉길 62-2 (하왕십리동),미인증,"37.560244, 127.027594"
서울특별시,강북구,창문서점,02-982-4943,서울 강북구 월계로 55 (미아동) 1층,미인증,"37.617389, 127.029522"
서울특별시,강동구,채플린서점,02-428-0779,서울 강동구 천호대로219길 64 (상일동),인증,"37.538684, 127.135650"
서울특별시,도봉구,책가도,,"서울 도봉구 마들로11가길 6-25 (창동, 월가타워) 7층",미인증,"37.656973, 127.047693"
서울특별시,도봉구,책가도,507-1474-1386,서울 도봉구 해등로 109 (창동) 창동주공1단지 상가 211호,미인증,"37.656600, 127.043868"
서울특별시,강남구,책과얽힘,02-542-9383,서울 강남구 선릉로133길 15 (논현동) 1층 101호,미인증,"37.505742, 127.027916"
서울특별시,영등포구,책마을서점,02-844-8086,"서울 영등포구 여의대방로 25 (신길동, 보라매 경남아너스빌)1층상가 113호",인증,"37.517850, 126.923810"
서울특별시,마포구,책바,02-6449-5858,서울 마포구 포은로 90 (망원동) 301호,미인증,"37.557730, 126.903546"
서울특별시,종로구,책방 79-1,,서울 종로구 자하문로11길 21-3 (통인동) 지하1층,미인증,"37.577453, 126.964159"
서울특별시,마포구,책방 곱셈,02-336-8063,서울 마포구 성미산로29길 33 (연남동) 1층,미인증,"37.563717, 126.921051"
서울특별시,마포구,책방 그리고,0502-1932-0638,서울 마포구 성미산로29길 30-3 (연남동) 1층 2호,미인증,"37.563657, 126.920616"
서울특별시,송파구,책방 무엇보다,0507-1398-1880,서울 송파구 백제고분로45길 30 (송파동) 3층 305호,미인증,"37.509012, 127.109703"
서울특별시,노원구,책방 봄,02-931-5601,서울 노원구 상계로3길 38-8 (상계동),미인증,"37.655145, 127.066056"
서울특별시,마포구,책방 사춘기,010-9844-9992,서울 마포구 월드컵북로9길 30 (성산동),미인증,"37.557401, 126.901149"
서울특별시,마포구,책방 연희,010-8411-5501,서울 마포구 와우산로35길 3 (서교동),미인증,"37.556562, 126.922235"
서울특별시,용산구,책방 죄책감,010-9333-1159,서울 용산구 청파로47길 8 (청파동3가) 2층,미인증,"37.555614, 126.966279"
서울특별시,구로구,책방공책,050-5929-1076,"서울 구로구 연동로 287 (항동, 그린빌라) 상가 2층",미인증,"37.534784, 126.882587"
서울특별시,은평구,책방난달,010-4933-5905,서울 은평구 갈현로19길 10 (갈현동) 1층 정면좌측,미인증,"37.606696, 126.919272"
서울특별시,마포구,책방밀물,010-7927-9334,서울 마포구 성미산로15길 37 (성산동) 1층,미인증,"37.639259, 126.920491"
서울특별시,마포구,책방서로,010-9032-1233,서울 마포구 연남로11길 46 (성산동),미인증,"37.603401, 127.032644"
서울특별시,은평구,책방시나브로,010-9384-1070,서울 은평구 응암로25길 11-1 (응암동) 1층,미인증,"37.566089, 127.004524"
서울특별시,관악구,책방여여,,서울 관악구 인헌3길 28 (봉천동) 1층,미인증,"37.618626, 126.920980"
서울특별시,종로구,책방오늘,02-733-7077,서울 종로구 자하문로6길 11 (통의동) 1호,미인증,"37.591285, 127.014957"
서울특별시,광진구,책방자늑,010-3273-0524,서울 광진구 능동로36길 60 (능동) 1층 102호,미인증,"37.597569, 127.022288"
서울특별시,마포구,책방초록귤,010-4244-1895,서울 마포구 서강로11길 15 (창전동) 102호,미인증,"37.536863, 127.071740"
서울특별시,성북구,책보냥,010-5417-9814,서울 성북구 성북로10가길 21 (성북동),미인증,"37.576874, 127.087324"
서울특별시,성북구,책의기분,0507-1333-0299,서울 성북구 돌곶이로9길 5-19 (석관동) 1층,미인증,"37.579828, 126.943726"
서울특별시,관악구,책이는당나귀,010-9075-9438,서울 관악구 당곡6길 6 (봉천동),미인증,"37.608746, 127.057660"
서울특별시,마포구,책익다,010-4635-0315,서울 마포구 와우산로29마길 10-3 (서교동) 2층,미인증,"37.611722, 127.053050"
서울특별시,노원구,책인감,010-3207-7286,서울 노원구 동일로182길 63-1 (공릉동) 2층,미인증,"37.618001, 127.041272"
서울특별시,마포구,책크인,010-2861-8701,서울 마포구 성미산로29안길 29 (연남동) 2층,미인증,"37.639748, 127.081234"
서울특별시,강서구,첫페이지,070-7727-3001,서울 강서구 양천로 470 (등촌동) 상가 지하 113호,미인증,"37.601648, 126.936813"
서울특별시,서대문구,초방책방,02-392-0277,서울 서대문구 연대동문길 63 (대신동),미인증,"37.540445, 127.056007"
서울특별시,광진구,초원서점,02-453-4570,서울 광진구 자양동 679-1,미인증,"37.556852, 126.930375"
서울특별시,서대문구,초콜릿책방,02-332-7573,서울 서대문구 연희로5길 46-11 (연희동),미인증,"37.552107, 126.930492"
서울특별시,동작구,총신대 구내서점,02-534-8453,서울 동작구 사당로 143 (사당동) 지하 1층,미인증,"37.549354, 127.047105"
서울특별시,강남구,최인아책방,010-3907-7330,서울 강남구 선릉로 521 (역삼동) 4층,미인증,"37.563442, 126.935090"
서울특별시,강남구,최인아책방 GFC점,02-561-7330,"서울 강남구 테헤란로 152 (역삼동, 강남파이낸스센터) 1층",미인증,"37.501903, 127.037298"
서울특별시,은평구,충암서점,02-306-0318,서울 은평구 가좌로5길 8 (응암동),미인증,"37.602712, 126.916788"
서울특별시,성동구,카모메 그림책방,010-6510-5065,서울 성동구 무수막길 84 (금호동2가),미인증,"37.548903, 127.024649"
서울특별시,동대문구,카이스트 구내서적,,서울 동대문구 회기로 85 (청량리동) 후생복지관 3층,미인증,"37.591222, 127.055942"
서울특별시,양천구,칸트의시간,02-2646-1242,서울 양천구 목동서로 77 (목동)B117,미인증,"37.531645, 126.872896"
